Date,Strike Price,Maturity (days),Option Type,Premium
2023-05-25,90,90,Call,6.7342157372862275
2023-05-26,90,90,Put,1.7606509459858017
2023-05-29,90,90,Put,1.7805034648675964
2023-05-30,90,90,Put,1.7236713343448606
2023-05-31,90,90,Put,3.9327446912384154
2023-06-01,90,90,Call,9.73745718129885
2023-06-02,90,90,Put,3.860092882290406
2023-06-05,90,90,Call,9.80710933776058
2023-06-06,90,90,Put,1.6702421448525087
2023-06-07,90,90,Call,6.692935642309436
2023-06-08,90,90,Call,6.7192334060214876
2023-06-09,90,90,Call,10.017040181385724
2023-06-12,90,90,Put,3.7972376722841723
2023-06-13,90,90,Put,3.748584056855833
2023-06-14,90,90,Put,3.7514799225152267
2023-06-15,90,90,Call,9.680747611896699
2023-06-16,90,90,Put,3.7506182060233755
2023-06-19,90,90,Put,3.634613682136532
2023-06-20,90,90,Call,10.587489033636217
2023-06-21,90,90,Put,3.647614616619183
2023-06-22,90,90,Call,10.76731269562007
2023-06-23,90,90,Put,3.642755265236339
2023-06-26,90,90,Put,3.553290851191086
2023-06-27,90,90,Call,11.26387070919025
2023-06-28,90,90,Put,3.3751857888109313
2023-06-29,90,90,Call,10.732009872839363
2023-06-30,90,90,Put,3.437402406164516
2023-07-03,90,90,Put,3.508072268636976
2023-07-04,90,90,Call,10.088660387029506
2023-07-05,90,90,Call,10.116590040776408
2023-07-06,90,90,Call,9.773249273901392
2023-07-07,90,90,Put,3.8094844891623936
2023-07-10,90,90,Call,9.639333612462515
2023-07-11,90,90,Put,3.7082325829042517
2023-07-12,90,90,Put,3.8257908018297684
2023-07-13,90,90,Call,9.798434535338338
2023-07-14,90,90,Put,3.745420896267909
2023-07-17,90,90,Call,9.673489554607677
2023-07-18,90,90,Put,3.8957099633346886
2023-07-19,90,90,Put,3.69212640870348
2023-07-20,90,90,Call,9.665223614406962
2023-07-21,90,90,Call,9.729953010980381
2023-07-24,90,90,Call,9.81942676963174
2023-07-25,90,90,Call,10.081177383524334
2023-07-26,90,90,Call,9.682119017916065
2023-07-27,90,90,Call,6.770385913912122
2023-07-28,90,90,Call,9.436552896016863
2023-07-31,90,90,Put,4.001760732226302
2023-08-01,90,90,Put,3.959437274907774
2023-08-02,90,90,Put,3.9023427717853743
2023-08-03,90,90,Call,9.524750802580712
2023-08-04,90,90,Call,9.604179173457055
2023-08-07,90,90,Put,3.919223012709214
2023-08-08,90,90,Call,9.479526672710243
2023-08-09,90,90,Call,10.090581867516306
2023-08-10,90,90,Put,3.662012091569647
2023-08-11,90,90,Call,9.865071620720997
2023-08-14,90,90,Call,10.086056899857255
2023-08-15,90,90,Put,3.8862294649353757
2023-08-16,90,90,Call,10.034478956504124
2023-08-17,90,90,Put,3.5851835144589757
2023-08-18,90,90,Call,10.156799947909583
2023-08-21,90,90,Call,10.485398362739112
2023-08-22,90,90,Call,10.631215891655842
2023-08-23,90,90,Put,3.376164040650398
2023-08-24,90,90,Call,11.595986904712937
2023-08-25,90,90,Call,11.513526483840295
2023-08-28,90,90,Put,3.2437336999477893
2023-08-29,90,90,Call,10.944536195394676
2023-08-30,90,90,Put,3.4808481711325
2023-08-31,90,90,Call,10.64746823872565
2023-09-01,90,90,Put,3.438136477806154
2023-09-04,90,90,Put,3.3962314048719726
2023-09-05,90,90,Put,3.2774258371235625
2023-09-06,90,90,Call,11.175324322847047
2023-09-07,90,90,Put,3.0734985770998478
2023-09-08,90,90,Call,11.609877372079943
2023-09-11,90,90,Put,2.755008370449847
2023-09-12,90,90,Put,2.6768629807666358
2023-09-13,90,90,Call,12.544076246110869
2023-09-14,90,90,Call,12.150278637687691
2023-09-15,90,90,Put,2.8493187359459924
2023-09-18,90,90,Call,12.257978014782765
2023-09-19,90,90,Call,12.530939692012055
2023-09-20,90,90,Call,12.715778072862939
2023-09-21,90,90,Put,2.7308318926276876
2023-09-22,90,90,Put,2.8338513168955792
2023-09-25,90,90,Call,11.828132742190895
2023-09-26,90,90,Put,3.083740681736689
2023-09-27,90,90,Call,11.989452869263872
2023-09-28,90,90,Call,12.073962044888212
2023-09-29,90,90,Call,11.625739001996102
2023-10-02,90,90,Call,11.69394299706773
2023-10-03,90,90,Call,11.839504434431447
2023-10-04,90,90,Put,3.138245660988847
2023-10-05,90,90,Call,11.586625788174892
2023-10-06,90,90,Put,3.105493893125999
2023-10-09,90,90,Put,3.2591908054861705
2023-10-10,90,90,Call,11.343666360571753
2023-10-11,90,90,Call,11.549544443608625
2023-10-12,90,90,Call,11.947963899759294
2023-10-13,90,90,Call,12.343358902446035
2023-10-16,90,90,Put,3.021946634798134
2023-10-17,90,90,Put,3.1449173789726785
2023-10-18,90,90,Call,11.699140816266663
2023-10-19,90,90,Put,3.0038077851236302
2023-10-20,90,90,Put,2.934878195549423
2023-10-23,90,90,Put,2.466273486685804
2023-10-24,90,90,Put,2.4002877553748974
2023-10-25,90,90,Put,2.274571786179493
2023-10-26,90,90,Put,2.172517833886289
2023-10-27,90,90,Put,2.104315817702293
2023-10-30,90,90,Put,2.134735224268198
2023-10-31,90,90,Call,15.123397539229742
2023-11-01,90,90,Put,2.1329345493813356
2023-11-02,90,90,Put,2.1555818861941383
2023-11-03,90,90,Call,14.524938480925485
2023-11-06,90,90,Put,2.1940941251779513
2023-11-07,90,90,Call,15.535998951221117
2023-11-08,90,90,Call,14.761683473484467
2023-11-09,90,90,Put,2.073578570034499
2023-11-10,90,90,Put,2.2377730802999487
2023-11-13,90,90,Call,14.210122169612092
2023-11-14,90,90,Call,14.66022717638208
2023-11-15,90,90,Put,2.1617094928442526
2023-11-16,90,90,Call,14.25974944270287
2023-11-17,90,90,Put,2.349001483649257
2023-11-20,90,90,Call,14.25804596384232
2023-11-21,90,90,Put,2.351114566705526
2023-11-22,90,90,Call,14.063540447976834
2023-11-23,90,90,Call,14.088182900469661
2023-11-24,90,90,Call,13.833814066222033
2023-11-27,90,90,Call,14.708171157985106
2023-11-28,90,90,Put,2.091843148297336
2023-11-29,90,90,Put,2.3013130090264333
2023-11-30,90,90,Put,2.2795588101928814
2023-12-01,90,90,Put,2.3496005826870068
2023-12-04,90,90,Call,14.325871916458453
2023-12-05,90,90,Put,2.3395950401332293
2023-12-06,90,90,Put,2.350431501520813
2023-12-07,90,90,Call,14.182210222113824
2023-12-08,90,90,Call,14.540374067212738
2023-12-11,90,90,Call,14.060211962295142
2023-12-12,90,90,Call,13.932516943525556
2023-12-13,90,90,Put,2.4124618935295103
2023-12-14,90,90,Put,2.484505002586644
2023-12-15,90,90,Call,14.207495231022833
2023-12-18,90,90,Call,14.37799819630257
2023-12-19,90,90,Put,2.3769734164426346
2023-12-20,90,90,Call,14.25164398155843
2023-12-21,90,90,Put,2.0549131248647647
2023-12-22,90,90,Put,1.9528555806961094
2023-12-25,90,90,Call,14.941299319586662
2023-12-26,90,90,Call,14.74748709337537
2023-12-27,90,90,Call,15.281369512482556
2023-12-28,90,90,Put,2.088173597403941
2023-12-29,90,90,Call,15.183899519431634
2023-01-02,100,30,Put,2.2040868906830653
2023-01-03,100,30,Put,2.0830215478896363
2023-01-04,100,30,Call,2.4725285712407867
2023-01-05,100,30,Call,2.656435658740861
2023-01-06,100,30,Call,3.1151170773335366
2023-01-09,100,30,Call,3.047292161971818
2023-01-10,100,30,Call,2.980369765084653
2023-01-11,100,30,Call,3.489668912402962
2023-01-12,100,30,Put,1.2817388524819862
2023-01-13,100,30,Put,1.3591965617497266
2023-01-16,100,30,Put,1.2643378005323314
2023-01-17,100,30,Put,1.3400131028080366
2023-01-18,100,30,Call,3.4863671084249432
2023-01-19,100,30,Put,1.3734732414508173
2023-01-20,100,30,Put,1.7352478992510854
2023-01-23,100,30,Put,2.1112189682727163
2023-01-24,100,30,Call,2.327699355523265
2023-01-25,100,30,Put,2.492004776829944
2023-01-26,100,30,Call,2.1580952777573046
2023-01-27,100,30,Put,2.6403613773237424
2023-01-30,100,30,Put,3.0307074163821497
2023-01-31,100,30,Call,1.9640172912817064
2023-02-01,100,30,Call,1.915531276492466
2023-02-02,100,30,Put,2.6516233335140242
2023-02-03,100,30,Call,1.6282354122193752
2023-02-06,100,30,Call,1.5225589192802715
2023-02-07,100,30,Put,3.164874065424705
2023-02-08,100,30,Call,1.334600327906628
2023-02-09,100,30,Call,1.4054496909902952
2023-02-10,100,30,Call,1.300557646518456
2023-02-13,100,30,Call,1.2530932370918393
2023-02-14,100,30,Call,1.1565187113155098
2023-02-15,100,30,Call,1.4846605136034938
2023-02-16,100,30,Call,1.4850922112654246
2023-02-17,100,30,Call,1.294711599087755
2023-02-20,100,30,Call,1.4463979273153598
2023-02-21,100,30,Call,1.2321065670771674
2023-02-22,100,30,Call,1.2701744044570802
2023-02-23,100,30,Put,4.277500222030341
2023-02-24,100,30,Call,0.7969155755958965
2023-02-27,100,30,Call,0.8229165507380962
2023-02-28,100,30,Put,4.397966619293356
2023-03-01,100,30,Call,0.945925309066407
2023-03-02,100,30,Put,4.367423593080105
2023-03-03,100,30,Put,4.467707376103988
2023-03-06,100,30,Call,0.716422894468991
2023-03-07,100,30,Put,6.638516335015154
2023-03-08,100,30,Call,1.9484512590054486
2023-03-09,100,30,Call,0.707995701790562
2023-03-10,100,30,Call,0.7484710213363819
2023-03-13,100,30,Put,6.882509858014174
2023-03-14,100,30,Put,6.772894906170407
2023-03-15,100,30,Call,1.894835034584485
2023-03-16,100,30,Call,1.7950597539700333
2023-03-17,100,30,Call,1.8896435053911134
2023-03-20,100,30,Put,5.176344595092985
2023-03-21,100,30,Call,0.7697876912147557
2023-03-22,100,30,Call,0.6775660382642101
2023-03-23,100,30,Call,0.6468748958530206
2023-03-24,100,30,Put,5.110005626582165
2023-03-27,100,30,Call,0.796163666420636
2023-03-28,100,30,Call,0.7417263495703104
2023-03-29,100,30,Call,0.7225073604435863
2023-03-30,100,30,Put,6.744596493830755
2023-03-31,100,30,Call,1.7859394049949167
2023-04-03,100,30,Call,1.911101121971754
2023-04-04,100,30,Put,5.003155973439277
2023-04-05,100,30,Call,0.7083920033110083
2023-04-06,100,30,Call,0.8278883899829701
2023-04-07,100,30,Put,4.516790640786397
2023-04-10,100,30,Put,4.7425527440797595
2023-04-11,100,30,Call,0.8435682886000926
2023-04-12,100,30,Put,4.0655380618858175
2023-04-13,100,30,Call,1.054640400013401
2023-04-14,100,30,Put,3.554524732251515
2023-04-17,100,30,Call,0.9098359301580707
2023-04-18,100,30,Put,4.135509205711955
2023-04-19,100,30,Call,1.0422707922034782
2023-04-20,100,30,Call,1.0009499297949382
2023-04-21,100,30,Call,1.0164856200724302
2023-04-24,100,30,Call,0.7590748662236031
2023-04-25,100,30,Put,4.933978959878004
2023-04-26,100,30,Call,0.7789258148696803
2023-04-27,100,30,Put,4.266784998682894
2023-04-28,100,30,Put,4.44224349641739
2023-05-01,100,30,Put,4.725372487122868
2023-05-02,100,30,Put,4.902619160372964
2023-05-03,100,30,Call,0.8582309025341672
2023-05-04,100,30,Call,0.9031484028739776
2023-05-05,100,30,Put,4.626073194523698
2023-05-08,100,30,Put,4.4380514839892555
2023-05-09,100,30,Call,0.9202625978713108
2023-05-10,100,30,Put,4.059325463607735
2023-05-11,100,30,Put,4.2944007351355395
2023-05-12,100,30,Put,4.403247436952483
2023-05-15,100,30,Call,0.8687831331720766
2023-05-16,100,30,Call,0.6968075408261392
2023-05-17,100,30,Put,4.94775601213631
2023-05-18,100,30,Put,4.84608856714155
2023-05-19,100,30,Call,0.7656545093097229
2023-05-22,100,30,Call,0.7403556294876736
2023-05-23,100,30,Put,6.793149763972998
2023-05-24,100,30,Call,1.8797053660708833
2023-05-25,100,30,Put,7.030538767676745
2023-05-26,100,30,Put,7.2897500541748315
2023-05-29,100,30,Call,1.6943098007430493
2023-05-30,100,30,Put,7.198890283765749
2023-05-31,100,30,Call,0.6594003963481754
2023-06-01,100,30,Put,5.1233235762305895
2023-06-02,100,30,Put,5.0215108880674535
2023-06-05,100,30,Call,0.7026834099706427
2023-06-06,100,30,Put,7.066023445921232
2023-06-07,100,30,Call,1.8123414089138699
2023-06-08,100,30,Put,7.044671558805234
2023-06-09,100,30,Put,4.807271096360182
2023-06-12,100,30,Put,4.871826045784047
2023-06-13,100,30,Call,0.7924943301459457
2023-06-14,100,30,Put,4.762988795516961
2023-06-15,100,30,Call,0.6609550864687996
2023-06-16,100,30,Put,4.760940440237661
2023-06-19,100,30,Call,0.8872920953432661
2023-06-20,100,30,Put,4.204355182620034
2023-06-21,100,30,Call,0.8759562737067235
2023-06-22,100,30,Call,1.0753822134349384
2023-06-23,100,30,Call,0.8801770309445409
2023-06-26,100,30,Call,0.9614297255677187
2023-06-27,100,30,Call,1.3075330739538913
2023-06-28,100,30,Call,1.1448908284111923
2023-06-29,100,30,Put,4.06042681001189
2023-06-30,100,30,Put,4.021505979657448
2023-07-03,100,30,Call,1.0051636282423821
2023-07-04,100,30,Call,0.8016965799559586
2023-07-05,100,30,Call,0.8119777700434021
2023-07-06,100,30,Put,5.082100606262685
2023-07-07,100,30,Put,4.900976313294265
2023-07-10,100,30,Put,5.23748790530486
2023-07-11,100,30,Call,0.8248974923816981
2023-07-12,100,30,Put,4.939800861657261
2023-07-13,100,30,Put,5.053228316717622
2023-07-14,100,30,Put,4.748587192622395
2023-07-17,100,30,Put,5.197556570320117
2023-07-18,100,30,Call,0.6843229114237879
2023-07-19,100,30,Put,4.6220317058239715
2023-07-20,100,30,Call,0.6559430739137326
2023-07-21,100,30,Put,5.131994844790128
2023-07-24,100,30,Put,5.029247681797727
2023-07-25,100,30,Put,4.73668652778467
2023-07-26,100,30,Put,5.187500380028254
2023-07-27,100,30,Put,6.996542951336593
2023-07-28,100,30,Put,6.822161078948589
2023-07-31,100,30,Call,1.9776175226243673
2023-08-01,100,30,Put,6.636665441368457
2023-08-02,100,30,Call,0.6797942754384287
2023-08-03,100,30,Call,1.9719256623041055
2023-08-04,100,30,Call,2.011565058466889
2023-08-07,100,30,Put,5.162456462885146
2023-08-08,100,30,Put,6.778659004290972
2023-08-09,100,30,Put,4.7263966176334975
2023-08-10,100,30,Put,4.550627772468019
2023-08-11,100,30,Call,0.7223825949879696
2023-08-14,100,30,Put,4.731345695643199
2023-08-15,100,30,Put,5.083799243790878
2023-08-16,100,30,Call,0.7819893605923092
2023-08-17,100,30,Call,0.9316787777917455
2023-08-18,100,30,Call,0.8269260831529692
2023-08-21,100,30,Put,4.308160748005662
2023-08-22,100,30,Put,4.160434999044753
2023-08-23,100,30,Call,1.1437979218445093
2023-08-24,100,30,Put,3.2723310539578776
2023-08-25,100,30,Put,3.3423013090705354
2023-08-28,100,30,Put,3.5724663725299024
2023-08-29,100,30,Put,3.8551518289705626
2023-08-30,100,30,Put,4.123277384406649
2023-08-31,100,30,Put,4.144193319124383
2023-09-01,100,30,Call,1.0765451552987457
2023-09-04,100,30,Call,1.1215958687706404
2023-09-05,100,30,Call,1.2592486836089378
2023-09-06,100,30,Put,3.6407471740076858
2023-09-07,100,30,Put,3.1858549702323913
2023-09-08,100,30,Put,3.260651322502156
2023-09-11,100,30,Call,2.077653592663289
2023-09-12,100,30,Call,2.2365982829224933
2023-09-13,100,30,Put,2.543801132780409
2023-09-14,100,30,Call,1.78889058966233
2023-09-15,100,30,Put,2.692505137837415
2023-09-18,100,30,Call,1.8531277267600217
2023-09-19,100,30,Call,2.0213840757705057
2023-09-20,100,30,Call,2.139694493130193
2023-09-21,100,30,Call,2.1256522893502634
2023-09-22,100,30,Call,1.9281289288181398
2023-09-25,100,30,Put,3.081141285666959
2023-09-26,100,30,Call,1.5185425361117026
2023-09-27,100,30,Put,2.9532524501508632
2023-09-28,100,30,Call,1.7441157448430786
2023-09-29,100,30,Call,1.4937489330488276
2023-10-02,100,30,Call,1.5304462208317915
2023-10-03,100,30,Put,3.0719935900524504
2023-10-04,100,30,Call,1.440872770283761
2023-10-05,100,30,Call,1.4729322025687424
2023-10-06,100,30,Call,1.4870807260728114
2023-10-09,100,30,Put,3.607984146010594
2023-10-10,100,30,Put,3.4898747142130233
2023-10-11,100,30,Put,3.311605292728352
2023-10-12,100,30,Put,2.9857579429614205
2023-10-13,100,30,Call,1.9049213709153179
2023-10-16,100,30,Put,3.0706477992429626
2023-10-17,100,30,Call,1.4316280918630397
2023-10-18,100,30,Put,3.1863256387400796
2023-10-19,100,30,Put,3.0303437601651098
2023-10-20,100,30,Call,1.751347731239079
2023-10-23,100,30,Call,2.7239132412516867
2023-10-24,100,30,Put,1.781890588309345
2023-10-25,100,30,Call,3.2529709327901486
2023-10-26,100,30,Call,3.572725523542033
2023-10-27,100,30,Put,1.2599926489666444
2023-10-30,100,30,Call,3.6984557313360824
2023-10-31,100,30,Call,3.9714116774176347
2023-11-01,100,30,Call,3.704550973282224
2023-11-02,100,30,Put,1.3450239285399448
2023-11-03,100,30,Call,3.470145539257487
2023-11-06,100,30,Put,1.4104546310514081
2023-11-07,100,30,Put,1.0356044438971068
2023-11-08,100,30,Put,1.3266223729364484
2023-11-09,100,30,Put,1.2101739658545156
2023-11-10,100,30,Call,3.365021801281536
2023-11-13,100,30,Call,3.2177055096618545
2023-11-14,100,30,Call,3.581077404690788
2023-11-15,100,30,Put,1.3553464906732273
2023-11-16,100,30,Put,1.5489453859760687
2023-11-17,100,30,Put,1.6863393442636934
2023-11-20,100,30,Call,3.255607675774705
2023-11-21,100,30,Put,1.6902365560499533
2023-11-22,100,30,Call,3.1029793171412976
2023-11-23,100,30,Call,3.1221384736832007
2023-11-24,100,30,Put,1.7604701335555788
2023-11-27,100,30,Call,3.6207327878671123
2023-11-28,100,30,Put,1.2396704937220306
2023-11-29,100,30,Call,3.1737617810151377
2023-11-30,100,30,Call,3.238059128255344
2023-12-01,100,30,Put,1.6874439264506833
2023-12-04,100,30,Put,1.5180343099202531
2023-12-05,100,30,Call,3.0635263759088076
2023-12-06,100,30,Call,3.032983553269318
2023-12-07,100,30,Put,1.5858410931524602
2023-12-08,100,30,Call,3.482729194708007
2023-12-11,100,30,Call,3.100395461797561
2023-12-12,100,30,Call,3.001991360504711
2023-12-13,100,30,Put,1.8048620704823577
2023-12-14,100,30,Call,2.678061761883775
2023-12-15,100,30,Call,3.2156334655233394
2023-12-18,100,30,Put,1.4940207594284303
2023-12-19,100,30,Put,1.7382065796081605
2023-12-20,100,30,Call,3.250533347139502
2023-12-21,100,30,Put,1.180355818275757
2023-12-22,100,30,Call,4.364503718079419
2023-12-25,100,30,Put,1.2537262087744594
2023-12-26,100,30,Put,1.332529450757363
2023-12-27,100,30,Call,4.108099812056494
2023-12-28,100,30,Put,1.2337191870877717
2023-12-29,100,30,Call,4.023555682265254
2023-01-02,100,60,Put,3.067307219766519
2023-01-03,100,60,Call,3.5348225588370568
2023-01-04,100,60,Put,2.9762571222374206
2023-01-05,100,60,Put,2.825292699522045
2023-01-06,100,60,Call,4.1374055159778464
2023-01-09,100,60,Put,2.539636620480401
2023-01-10,100,60,Call,4.005877463982863
2023-01-11,100,60,Put,2.2627202761208594
2023-01-12,100,60,Call,4.753815675137673
2023-01-13,100,60,Put,2.199587658137922
2023-01-16,100,60,Call,4.788489065874913
2023-01-17,100,60,Put,2.178656822222891
2023-01-18,100,60,Put,2.2646330659784084
2023-01-19,100,60,Put,2.2151178014529123
2023-01-20,100,60,Put,2.5971131179953773
2023-01-23,100,60,Call,3.5016052663416133
2023-01-24,100,60,Put,3.1039944870474727
2023-01-25,100,60,Call,3.095595359109055
2023-01-26,100,60,Put,3.264887260776426
2023-01-27,100,60,Put,3.48787988903846
2023-01-30,100,60,Call,2.6272477815815947
2023-01-31,100,60,Call,2.9766423027408706
2023-02-01,100,60,Put,3.5198745184210125
2023-02-02,100,60,Put,3.4985715153508252
2023-02-03,100,60,Put,3.869295442690998
2023-02-06,100,60,Call,2.497822640872883
2023-02-07,100,60,Call,2.525560104594568
2023-02-08,100,60,Put,4.29828483624798
2023-02-09,100,60,Call,2.365715802624983
2023-02-10,100,60,Call,2.245105986096533
2023-02-13,100,60,Call,2.1897403500884067
2023-02-14,100,60,Call,2.075405259783345
2023-02-15,100,60,Put,4.068345092254326
2023-02-16,100,60,Put,4.067717857114786
2023-02-17,100,60,Put,4.363764678984808
2023-02-20,100,60,Put,4.124681201005053
2023-02-21,100,60,Call,2.1650918560058443
2023-02-22,100,60,Call,2.2097247643622
2023-02-23,100,60,Put,4.990137154925776
2023-02-24,100,60,Put,5.40615504027447
2023-02-27,100,60,Put,5.337655648042954
2023-02-28,100,60,Call,1.7845335439275445
2023-03-01,100,60,Put,5.039501379396931
2023-03-02,100,60,Call,1.7995430142268134
2023-03-03,100,60,Put,5.160504002188318
2023-03-06,100,60,Put,5.632673149484631
2023-03-07,100,60,Call,3.567470825048673
2023-03-08,100,60,Call,3.4826557588309512
2023-03-09,100,60,Put,5.657779414894122
2023-03-10,100,60,Call,1.559468255689346
2023-03-13,100,60,Call,3.4234912582526107
2023-03-14,100,60,Call,3.4873404483422803
2023-03-15,100,60,Put,8.251239210782039
2023-03-16,100,60,Call,3.296371890335834
2023-03-17,100,60,Put,8.261081380166985
2023-03-20,100,60,Call,1.444185011445164
2023-03-21,100,60,Put,5.479948036665917
2023-03-22,100,60,Put,5.75086944350646
2023-03-23,100,60,Put,5.848878603725282
2023-03-24,100,60,Call,1.4703278275871696
2023-03-27,100,60,Put,5.408167704774044
2023-03-28,100,60,Call,1.550353975723933
2023-03-29,100,60,Call,1.5242482862089162
2023-03-30,100,60,Put,8.118392856704347
2023-03-31,100,60,Call,3.285168189797595
2023-04-03,100,60,Put,8.220569017676759
2023-04-04,100,60,Call,1.513470619905295
2023-04-05,100,60,Put,5.656592384320675
2023-04-06,100,60,Call,1.6650669654210049
2023-04-07,100,60,Call,1.7274386320945894
2023-04-10,100,60,Call,1.624357390710962
2023-04-11,100,60,Call,1.685564839373697
2023-04-12,100,60,Put,4.799653469640326
2023-04-13,100,60,Call,1.952057837484098
2023-04-14,100,60,Call,2.2572327147471043
2023-04-17,100,60,Call,1.7710363343325994
2023-04-18,100,60,Put,4.862616108141765
2023-04-19,100,60,Call,1.9368709183198618
2023-04-20,100,60,Call,1.885782066148444
2023-04-21,100,60,Call,1.9050559560585967
2023-04-24,100,60,Put,5.509777253336438
2023-04-25,100,60,Call,1.5421047136391088
2023-04-26,100,60,Put,5.454815999793624
2023-04-27,100,60,Call,1.8499996220635921
2023-04-28,100,60,Put,5.137723514858294
2023-05-01,100,60,Call,1.6319641667019482
2023-05-02,100,60,Call,1.5552720239090405
2023-05-03,100,60,Put,5.2478799308936885
2023-05-04,100,60,Call,1.7624921099666508
2023-05-05,100,60,Put,5.302014243906257
2023-05-08,100,60,Call,1.7650443408551055
2023-05-09,100,60,Call,1.7843229868762478
2023-05-10,100,60,Call,1.9591091612162117
2023-05-11,100,60,Call,1.8359988834879886
2023-05-12,100,60,Call,1.7819524990473354
2023-05-15,100,60,Put,5.221744037151986
2023-05-16,100,60,Put,5.691555022390418
2023-05-17,100,60,Call,1.536357109919816
2023-05-18,100,60,Call,1.5793082432474819
2023-05-19,100,60,Call,1.582581208006772
2023-05-22,100,60,Call,1.548498718511567
2023-05-23,100,60,Put,8.162161672005233
2023-05-24,100,60,Call,3.3996563885645514
2023-05-25,100,60,Put,8.375751252084854
2023-05-26,100,60,Call,3.1975031915333076
2023-05-29,100,60,Put,8.651631744262268
2023-05-30,100,60,Put,8.526846100869726
2023-05-31,100,60,Put,5.808356812121005
2023-06-01,100,60,Put,5.744908855167381
2023-06-02,100,60,Call,1.5059667741383294
2023-06-05,100,60,Put,5.673752620099023
2023-06-06,100,60,Put,8.407623497942495
2023-06-07,100,60,Put,8.410791182782638
2023-06-08,100,60,Put,8.388446925139966
2023-06-09,100,60,Put,5.463619778410603
2023-06-12,100,60,Put,5.5211279689969075
2023-06-13,100,60,Call,1.6183835384058796
2023-06-14,100,60,Call,1.6153583613886369
2023-06-15,100,60,Call,1.4392144551548611
2023-06-16,100,60,Put,5.42232624958568
2023-06-19,100,60,Put,5.176631803357637
2023-06-20,100,60,Call,1.8820937356319476
2023-06-21,100,60,Call,1.7275660464630498
2023-06-22,100,60,Put,4.7638606051035595
2023-06-23,100,60,Put,5.193865056493578
2023-06-26,100,60,Put,5.004616783543227
2023-06-27,100,60,Put,4.342500915858373
2023-06-28,100,60,Put,4.628972654613499
2023-06-29,100,60,Call,1.958510946220244
2023-06-30,100,60,Call,1.9797791226407142
2023-07-03,100,60,Call,1.8910176340855855
2023-07-04,100,60,Call,1.6305775835968568
2023-07-05,100,60,Call,1.6441538187078777
2023-07-06,100,60,Call,1.4814703425316367
2023-07-07,100,60,Call,1.5559650733259893
2023-07-10,100,60,Put,5.8463828236143485
2023-07-11,100,60,Put,5.3325224550044155
2023-07-12,100,60,Put,5.5816500338164445
2023-07-13,100,60,Call,1.493091318703943
2023-07-14,100,60,Call,1.6216945620042615
2023-07-17,100,60,Put,5.810896408025471
2023-07-18,100,60,Call,1.471763396776307
2023-07-19,100,60,Put,5.298406249077338
2023-07-20,100,60,Call,1.4321886313803276
2023-07-21,100,60,Put,5.7526182421335506
2023-07-24,100,60,Put,5.661244242647413
2023-07-25,100,60,Put,5.400702068094802
2023-07-26,100,60,Put,5.801958609921499
2023-07-27,100,60,Put,8.345203376368481
2023-07-28,100,60,Put,8.188300225315203
2023-07-31,100,60,Call,3.517641534145042
2023-08-01,100,60,Call,3.5685891349779553
2023-08-02,100,60,Put,5.743919104032329
2023-08-03,100,60,Call,3.51082437361039
2023-08-04,100,60,Call,3.5581977100295106
2023-08-07,100,60,Put,5.779698081017543
2023-08-08,100,60,Put,8.149101925018911
2023-08-09,100,60,Put,5.391526295976604
2023-08-10,100,60,Put,5.234633243952366
2023-08-11,100,60,Call,1.5240781515967967
2023-08-14,100,60,Put,5.3959396299424895
2023-08-15,100,60,Call,1.4807895791468582
2023-08-16,100,60,Call,1.6044131685006278
2023-08-17,100,60,Put,5.072048128383869
2023-08-18,100,60,Call,1.663805381681275
2023-08-21,100,60,Put,5.017632839930634
2023-08-22,100,60,Call,1.9050480823352913
2023-08-23,100,60,Put,4.631030610735401
2023-08-24,100,60,Call,2.447739902965644
2023-08-25,100,60,Call,2.398695494184878
2023-08-28,100,60,Put,4.353125097131404
2023-08-29,100,60,Call,2.073742931978792
2023-08-30,100,60,Call,1.9247157109067672
2023-08-31,100,60,Call,1.9136166657397737
2023-09-01,100,60,Call,1.9788354011673803
2023-09-04,100,60,Call,2.0334584615390767
2023-09-05,100,60,Put,4.423686424929549
2023-09-06,100,60,Put,4.415302893328345
2023-09-07,100,60,Call,2.510120436375061
2023-09-08,100,60,Put,4.067434857977425
2023-09-11,100,60,Call,3.0959659344512644
2023-09-12,100,60,Call,3.260702637864611
2023-09-13,100,60,Put,3.3959003588894134
2023-09-14,100,60,Put,3.666748015759957
2023-09-15,100,60,Call,2.908808460490029
2023-09-18,100,60,Put,3.5909483973809984
2023-09-19,100,60,Call,3.037051555633404
2023-09-20,100,60,Put,3.283146765748562
2023-09-21,100,60,Call,3.14596733246988
2023-09-22,100,60,Put,3.505818717513648
2023-09-25,100,60,Call,2.5884103356608748
2023-09-26,100,60,Put,4.019667330613004
2023-09-27,100,60,Call,2.6883951029333915
2023-09-28,100,60,Put,3.721261417496798
2023-09-29,100,60,Call,2.4655547284862394
2023-10-02,100,60,Call,2.5066314618640604
2023-10-03,100,60,Put,3.892961493914939
2023-10-04,100,60,Put,4.132939866330368
2023-10-05,100,60,Put,4.085456447210632
2023-10-06,100,60,Call,2.458065278532075
2023-10-09,100,60,Call,2.2232230246728264
2023-10-10,100,60,Call,2.299211720581532
2023-10-11,100,60,Put,4.114333539398729
2023-10-12,100,60,Put,3.8127347340105686
2023-10-13,100,60,Call,2.9140276237979066
